전체부서명,문서명,최종결재자직위,1단계,2단계,3단계,4단계,5단계,단위과제명,단위과제카드명,등급,직위,label,__index_level_0__
경기도하남시 복지교육국 여성보육과,아동통합사례관리사 4월 특근급식비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,737
경기도하남시 복지교육국 여성보육과,[이송] [이송] 코로나19 방역강화를 위한 외국인노동자 밀집지역 사업장 및 거주시설 점검 요청,주무관,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,D,주무관,3,738
경기도하남시 복지교육국 여성보육과,드림스타트 사례회의 (모니터링 이윤서),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,739
경기도하남시 복지교육국 여성보육과,"차량배차신청(51모 2513,2020. 5. 6. 15:00~2020. 5. 6. 17:00)",여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,과장,3,740
경기도하남시 복지교육국 여성보육과,코로나19 대비 어린이집 방역관리 이행사항 점검결과 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,741
경기도하남시 복지교육국 여성보육과,아동급식 지원 결정 통지,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,742
경기도하남시 복지교육국 여성보육과,2020년 제98회 어린이날 기념 표창대상자 안내,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,어린이날표창,어린이날기념식,D,과장,3,743
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.4.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,744
경기도하남시 복지교육국 여성보육과,국공립어린이집 환경개선(기능보강) 보조금 자금교부 통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,745
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.4.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,746
경기도하남시 복지교육국 여성보육과,법령에 대한 성별영향평가 결과 통보 (하남시 교통유발부담금에 관한 조례),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,D,과장,3,747
경기도하남시 복지교육국 여성보육과,"코로나-19관련, 결혼이민자 대상 특수목적 한국어교육 원격수업 현황 제출",여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족일반,C,과장,2,748
경기도하남시 복지교육국 여성보육과,2020년 행정사무감사 요구자료 답변서 보고,복지교육국장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,C,국장,2,749
경기도하남시 복지교육국 여성보육과,코로나19 대비 어린이집 방역물품(항균필름 및 소독액) 배부내역 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,750
경기도하남시 복지교육국 여성보육과,정보공개청구 자료 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,C,과장,2,751
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,752
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,753
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.4.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,754
경기도하남시 복지교육국 여성보육과,하남시육아종합지원센터 위탁운영체 EK보육경영연구소 대표자 변경 수리 통보,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,755
경기도하남시 복지교육국 여성보육과,시립감일A4BL어린이집 리모델링 공사 준공정산(감액) 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,756
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.4.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,757
경기도하남시 복지교육국 여성보육과,시립감일A4BL어린이집 리모델링 공사 준공정산(감액) 집행건의,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,758
경기도하남시 복지교육국 여성보육과,2020년 4월 보육교직원 장기근속수당 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,각종보육제도,각종보육제도,D,과장,3,759
경기도하남시 복지교육국 여성보육과,시립감일A4BL어린이집 리모델링 공사 준공정산 검토보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,B,과장,1,760
경기도하남시 복지교육국 여성보육과,2020년 4월 시간연장형 어린이집 운영지원 자금교부,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,761
경기도하남시 복지교육국 여성보육과,하남시육아종합지원센터 운영 수탁체 대표자 변경 보고,복지교육국장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,국장,2,762
경기도하남시 복지교육국 여성보육과,2020년 4월 농촌보육교사 특별근무수당 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,763
경기도하남시 복지교육국 여성보육과,2020년 4월 영아반교사 등 특수근무수당 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,764
경기도하남시 복지교육국 여성보육과,2020년 4월 보육교사 처우개선비 추가 지원 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,765
경기도하남시 복지교육국 여성보육과,2020년 4월 어린이집 교직원 처우개선비 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,766
경기도하남시 복지교육국 여성보육과,2020년 4월 가정·민간어린이집 조리원 인건비 자금교부,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,767
경기도하남시 복지교육국 여성보육과,2020년 4월 법정저소득아동 입소료 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,768
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.1.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,769
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.1.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,770
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.1.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,771
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.1.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,772
경기도하남시 복지교육국 여성보육과,2020년 지역아동센터 현황 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,C,과장,2,773
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.1.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,774
경기도하남시 복지교육국 여성보육과,코로나19로 인한 어린이집 기관보육료 및 누리운영비 추가 지원 안내 및 매뉴얼 송부,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,775
경기도하남시 복지교육국 여성보육과,하남시 육아종합지원센터 직원 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,776
경기도하남시 복지교육국 여성보육과,하남시육아종합지원센터 직원 결격사유 등 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설종사자겸직및신원조회,어린이집종사자겸직및신원조회,D,과장,3,777
경기도하남시 복지교육국 여성보육과,하남시 육아종합지원센터 직원 성범죄경력 및 아동학대관련 범죄 전력 조회 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,778
경기도하남시 복지교육국 여성보육과,경기도형 보육(합동)컨설팅 추진실적 부진사유 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,779
경기도하남시 복지교육국 여성보육과,2020년 4월 어린이집 담임교사지원비(근무환경개선비) 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,과장,3,780
경기도하남시 복지교육국 여성보육과,2020년 4월 교사겸직원장 지원비 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,각종보육제도,각종보육제도,D,과장,3,781
경기도하남시 복지교육국 여성보육과,2020년 4월 보육교직원 장기근속수당 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,각종보육제도,각종보육제도,D,과장,3,782
경기도하남시 복지교육국 여성보육과,학습 시간인정 승인요청(하남시 스마트도시계획 관련 역량강화),여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,C,과장,2,783
경기도하남시 복지교육국 여성보육과,코로나19 대비 아동복지시설 방역물품 지원 계획,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,B,과장,1,784
경기도하남시 복지교육국 여성보육과,R&T지역아동센터 생활복지사 신규 채용에 따른 결격사유 조회,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,785
경기도하남시 복지교육국 여성보육과,아동수당 대상자 일괄선정,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,주무관,3,786
경기도하남시 복지교육국 여성보육과,2020년 부모모니터링단 접수 결과,복지교육국장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,각종보육제도,보육 부모모니터링단 일반,C,국장,2,787
경기도하남시 복지교육국 여성보육과,행정처분 명단공표에 따른 의견제출 통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,788
경기도하남시 복지교육국 여성보육과,2020년 5월 한부모가족 학습재료비 지급대상자 제출 요청,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족지원일반,한부모가족지원일반,C,과장,2,789
경기도하남시 복지교육국 여성보육과,불합리한 인감요구 사무 정비 추진계획 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,790
경기도하남시 복지교육국 여성보육과,2020년 4월 아동통합사례관리사 여비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,791
경기도하남시 복지교육국 여성보육과,2020년 4월 아동복지교사(지역사회복지사) 여비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지교사지원,아동복지교사지원,D,과장,3,792
경기도하남시 복지교육국 여성보육과,2020년 4월 아동복지교사 인건비(수당 등) 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지교사지원,아동복지교사지원,D,과장,3,793
경기도하남시 복지교육국 여성보육과,2020년 4월 아동복지교사 인건비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지교사지원,아동복지교사지원,D,과장,3,794
경기도하남시 복지교육국 여성보육과,법령에 대한 성별영향평가 결과 통보 (하남시정소식지 발행 조례),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,D,과장,3,795
경기도하남시 복지교육국 여성보육과,2020년 지역아동센터 이용 아동기준 변경에 따른 입소유형 변경처리(돌봄특례),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,796
경기도하남시 복지교육국 여성보육과,하남시건강가정지원센터 종사자 신규채용 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,D,과장,3,797
경기도하남시 복지교육국 여성보육과,하남시건강가정지원센터 종사자 퇴사 보고,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,D,과장,3,798
경기도하남시 복지교육국 여성보육과,하남시건강가정지원센터 종사자 입사 보고,여성보육과장,사회복지,보육가족및여성,가족기능강화,가정지원시설운영,요보호여성보호지원,건강가정지원센터지원사업,건강가정지원센터지원사업,C,과장,2,799
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.4.29.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,800
경기도하남시 복지교육국 여성보육과,다문화가족 자녀 방문학습지 지원 사업 수행기관 모집 재공고,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족일반,D,과장,3,801
경기도하남시 복지교육국 여성보육과,냉온수기 임차료등 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,802
경기도하남시 복지교육국 여성보육과,2020년 4월 드림스타트 심리치료지원 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(복지분야),D,과장,3,803
경기도하남시 복지교육국 여성보육과,드림스타트 아동통합사례관리사 퇴직금 적립,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,804
경기도하남시 복지교육국 여성보육과,「2020년 다문화가족 자녀 방문학습지 지원」사업 수행기관 신청 접수 결과 및 재공고 계획,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족일반,B,과장,1,805
경기도하남시 복지교육국 여성보육과,드림스타트 4월 체육교실 프로그램 운영 결과보고,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 지원(건강분야),C,과장,2,806
경기도하남시 복지교육국 여성보육과,어린이집 신규인가 신청에 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,807
경기도하남시 복지교육국 여성보육과,어린이집 신규인가 신청에 따른 결격사유 등 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설종사자겸직및신원조회,어린이집종사자겸직및신원조회,D,과장,3,808
경기도하남시 복지교육국 여성보육과,어린이집 신규 신청에 따른 성범죄경력 및 아동학대관련 범죄 전력 조회 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,809
경기도하남시 복지교육국 여성보육과,종사자 입사보고(가정폭력상담소),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,C,과장,2,810
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.4.29.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,811
경기도하남시 복지교육국 여성보육과,외국인 지원업무 부서 추가 지정 검토 보고,부시장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,외국인정책일반,B,부시장,1,812
경기도하남시 복지교육국 여성보육과,"드림스타트 사례회의 보고(모니터링 박상혁,박태희,박서희)",여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,,과장,,813
경기도하남시 복지교육국 여성보육과,2020년 5월 한부모가족 학습재료비 지급대상자 제출 요청,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족지원일반,한부모가족지원일반,C,과장,2,814
경기도하남시 복지교육국 여성보육과,연휴에 따른 코로나19 유행대비 대응지침 준수 철저,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,815
경기도하남시 복지교육국 여성보육과,지역아동센터 운영예산 변경 승인 요청에 따른 검토보고,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,B,과장,1,816
경기도하남시 복지교육국 여성보육과,2020년 코로나19 확산에 따른 열린어린이집 선정기준 변경(안) 알림,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설운영지원,어린이집운영지원,D,과장,3,817
경기도하남시 복지교육국 여성보육과,코로나19 감염예방을 위한 지역아동센터 및 다함께돌봄센터 대응지침 준수사항 자체점검 실시 요청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,C,과장,2,818
경기도하남시 복지교육국 여성보육과,R&T지역아동센터 생활복지사 임면 보고,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,,과장,,819
경기도하남시 복지교육국 여성보육과,"2020년도 드림스타트 4월 교육분야(학원,학습지,장학지원)결과보고",여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,C,과장,2,820
경기도하남시 복지교육국 여성보육과,"출장복명서(코로나19대응 그룹홈 ""안나의 집"" 현장 점검)",여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,821
경기도하남시 복지교육국 여성보육과,아동급식 지원 결정 통지(이*연),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,822
경기도하남시 복지교육국 여성보육과,국민신문고(1AA-2004-0509444) 처리결과 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,823
경기도하남시 복지교육국 여성보육과,코로나19 대응 원격 수업 대비 아동복지시설 스마트기기 대여 및 인터넷지원 사항 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,824
경기도하남시 복지교육국 여성보육과,아동복지시설 코로나 대응지침 준수사항 이행여부 현장점검 결과 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,B,과장,1,825
경기도하남시 복지교육국 여성보육과,성별영향평가 결과 통보(하남시 시립여성합창단 운영 규정 전부개정규정안),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,D,과장,3,826
경기도하남시 복지교육국 여성보육과,2020년 하남시 불법촬영 카메라 점검 계획,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,불법촬영 점검사업,B,과장,1,827
경기도하남시 복지교육국 여성보육과,드림스타트 아동통합사례관리사 퇴직금 신규 명단(내역) 송부,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,828
경기도하남시 복지교육국 여성보육과,여성친화도시 시민참여단 선정 및 발대식 계획,시장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,가족여성정책일반,B,시장,1,829
경기도하남시 복지교육국 여성보육과,2020년 지역아동센터 이용 아동기준 변경에 따른 입소유형 변경처리,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,830
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.4.28.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,831
경기도하남시 복지교육국 여성보육과,종사자 퇴사보고(가정폭력상담소),여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,가정및성폭력상담소일반,가정및성폭력상담소일반,D,과장,3,832
경기도하남시 복지교육국 여성보육과,2021년 지역공동체일자리 사업제안서 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,B,과장,1,833
경기도하남시 복지교육국 여성보육과,그룹홈(안나의 집) 입소자 입퇴소 보고,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,주무관,3,834
경기도하남시 복지교육국 여성보육과,어린이집 영유아 하위반 편성현황 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,C,과장,2,835
경기도하남시 복지교육국 여성보육과,초과근무 확인대장 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,D,과장,3,836
경기도하남시 복지교육국 여성보육과,2020년 2분기 기쁨지역아동센터 토요운영비 예산 변경 신청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,C,과장,2,837
경기도하남시 복지교육국 여성보육과,2020년 1분기 민들레배움터 지역아동센터 예산변경 신청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,C,과장,2,838
경기도하남시 복지교육국 여성보육과,어린이집 자동전자출결시스템 유예기간 종료관련 추가 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,839
경기도하남시 복지교육국 여성보육과,2020년 1분기 요보호아동 그룹홈 운영 집행실적 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,B,과장,1,840
경기도하남시 복지교육국 여성보육과,어린이활동공간 확인검사(하남발도르프숲골어린이집) 관련 송부,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,841
경기도하남시 복지교육국 여성보육과,재난안전대책본부(감염병) 5월 비상근무자 편성 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,D,과장,3,842
경기도하남시 복지교육국 여성보육과,2020년 4월 누리과정 차액보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,843
경기도하남시 복지교육국 여성보육과,월별 주요정책 & 이슈 자료 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,C,과장,2,844
경기도하남시 복지교육국 여성보육과,2020년 4월 누리과정운영 보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,845
경기도하남시 복지교육국 여성보육과,어린이집 변경인가 (하남발도르프숲골어린이집 / 대표자 변경),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,846
경기도하남시 복지교육국 여성보육과,부서별 위원회 위촉위원 현황 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,C,과장,2,847
경기도하남시 복지교육국 여성보육과,2020년 4월 영유아보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,848
경기도하남시 복지교육국 여성보육과,취약계층 스마트기기 대여 및 인터넷 지원 관련 사항 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,849
경기도하남시 복지교육국 여성보육과,아동급식 지원 결정 통지(조*진),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,850
경기도하남시 복지교육국 여성보육과,2020년도 4월 드림스타트 어린이체육교실 교습비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 지원(건강분야),D,과장,3,851
경기도하남시 복지교육국 여성보육과,"차량배차신청(51모 2513,2020. 4. 28. 14:30~2020. 4. 28. 18:00)",여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,852
